deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft,rudeljaeger,standard,standard,0,100,47,53,0,0.47,7.94,5.21
forschung_muskelkraft,rudeljaeger,standard,standard,1,100,58,41,1,0.5858585858585859,9.27,4.85
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,0,100,54,45,1,0.5454545454545454,11.29,4.27
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,1,100,57,42,1,0.5757575757575758,11.33,4.65
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,0,100,54,46,0,0.54,8.59,4.13
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,1,100,57,43,0,0.57,8.99,3.72
rudeljaeger,solidaritaet_ueberleben,standard,standard,0,100,45,51,4,0.46875,10.65,4.51
rudeljaeger,solidaritaet_ueberleben,standard,standard,1,100,41,58,1,0.41414141414141414,9.26,4.78
rudeljaeger,urzeitliche_kolosse,standard,standard,0,100,60,40,0,0.6,7.6,4.21
rudeljaeger,urzeitliche_kolosse,standard,standard,1,100,55,44,1,0.5555555555555556,7.73,3.86
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,0,100,37,61,2,0.37755102040816324,9.35,4.02
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,1,100,36,64,0,0.36,9.95,4.31
