deckId,round,averageBaseHealth,averageBoardSize,averageHandSize,averageUnusedEnergy,averageControlledLanes
forschung_muskelkraft,1,12,0,4,1,0
forschung_muskelkraft,2,11.123333333333333,0,5,2,0
forschung_muskelkraft,3,9.512437810945274,0.7893864013266998,5.646766169154229,2.985074626865672,0.6533996683250415
forschung_muskelkraft,4,7.654545454545454,1.4363636363636363,5.414876033057851,3.9553719008264463,0.8545454545454545
forschung_muskelkraft,5,6.988467874794069,2.013179571663921,5.42668863261944,4.85831960461285,0.7957166392092258
forschung_muskelkraft,6,6.5210792580101185,2.5143338954468804,6.177065767284992,5.799325463743676,1.2715008431703203
forschung_muskelkraft,7,6.25557461406518,3.0891938250428814,6.408233276157804,6.656946826758148,1.4614065180102915
forschung_muskelkraft,8,5.755395683453237,3.802158273381295,6.688848920863309,7.595323741007194,1.3992805755395683
forschung_muskelkraft,9,5.196940726577438,4.093690248565966,6.84321223709369,8.58508604206501,1.5793499043977055
forschung_muskelkraft,10,4.815513626834382,4.121593291404612,7.155136268343815,9.49056603773585,1.6037735849056605
forschung_muskelkraft,11,4.698823529411765,4.03764705882353,7.447058823529412,10.463529411764705,1.5529411764705883
forschung_muskelkraft,12,4.804347826086956,4.233695652173913,7.546195652173913,11.532608695652174,1.5407608695652173
forschung_muskelkraft,13,4.7578616352201255,4.1918238993710695,7.317610062893082,12.547169811320755,1.5377358490566038
forschung_muskelkraft,14,4.7908745247148286,4.262357414448669,6.669201520912548,13.608365019011407,1.4600760456273765
forschung_muskelkraft,15,4.231939163498099,4.007604562737643,6.178707224334601,14.152091254752852,1.2509505703422052
forschung_muskelkraft,16,3.0985221674876846,3.9113300492610836,5.359605911330049,14.960591133004925,1.0246305418719213
forschung_muskelkraft,17,1.6160714285714286,3.9642857142857144,5.098214285714286,15.803571428571429,0.8392857142857143
forschung_muskelkraft,18,0.16666666666666666,3.75,6.5,16.416666666666668,1.1666666666666667
rudeljaeger,1,12,0,4,1,0
rudeljaeger,2,11.65,0.73,4.246666666666667,2,0.73
rudeljaeger,3,11.209302325581396,1.4667774086378738,4.262458471760797,2.990033222591362,1.0448504983388704
rudeljaeger,4,10.51227495908347,1.7283142389525368,4.1653027823240585,3.916530278232406,1.3715220949263502
rudeljaeger,5,9.686900958466454,2.3354632587859423,3.864217252396166,4.712460063897764,1.4073482428115016
rudeljaeger,6,8.661485319516407,2.606217616580311,3.4974093264248705,5.721934369602764,1.4853195164075994
