deckId,round,averageBaseHealth,averageBoardSize,averageHandSize,averageUnusedEnergy,averageControlledLanes
forschung_muskelkraft,1,10,0,4,1,0
forschung_muskelkraft,2,9.486,0,5,2,0
forschung_muskelkraft,3,8.559851301115241,0.8332094175960347,5.583890954151177,2.980173482032218,0.6837670384138785
forschung_muskelkraft,4,6.774099318403116,1.6017526777020448,5.4817429406037,3.8838851022395326,1.1127069133398246
forschung_muskelkraft,5,5.737557659626122,2.232337946103423,5.445982034474387,4.672736100995388,0.8897790725904345
forschung_muskelkraft,6,5.254531529231555,2.3962215981618584,5.798570334439622,5.470257850395711,1.1891753893285677
forschung_muskelkraft,7,4.900339750849377,2.721404303510759,5.831257078142696,6.3428652321630805,1.2545300113250284
forschung_muskelkraft,8,4.49665711556829,3.104743712193569,5.533269659344158,7.259789875835721,1.396052212671124
forschung_muskelkraft,9,4.075600143317807,3.5944106055177354,5.225008957362952,8.119670369043353,1.3851666069509136
forschung_muskelkraft,10,3.9986376021798367,3.509082652134423,4.966394187102634,9.15985467756585,1.4082652134423252
forschung_muskelkraft,11,3.8379978471474705,3.5683530678148547,4.589881593110872,10.089881593110873,1.4074273412271259
forschung_muskelkraft,12,3.7196132596685083,3.5435082872928176,4.2997237569060776,11.1457182320442,1.3888121546961325
forschung_muskelkraft,13,3.6234458259325044,3.5,3.903197158081705,12.214920071047958,1.3818827708703374
forschung_muskelkraft,14,3.197979797979798,3.4171717171717173,2.8515151515151516,13.231313131313131,1.412121212121212
forschung_muskelkraft,15,2.598717948717949,3.2282051282051283,1.7769230769230768,14.234615384615385,1.523076923076923
forschung_muskelkraft,16,1.6189111747851004,2.968481375358166,1.2722063037249283,15.260744985673352,1.5873925501432664
forschung_muskelkraft,17,0.8571428571428571,3.0285714285714285,1.2571428571428571,16.385714285714286,1.6428571428571428
rudeljaeger,1,10,0,4,1,0
rudeljaeger,2,9.3175,0.67075,4.2665,2,0.67075
rudeljaeger,3,8.450845795538122,1.3795047805834764,4.257906349595489,2.94606521206178,0.9938710468252022
rudeljaeger,4,7.463924794359577,1.6888366627497062,4.107873090481786,3.720564042303173,1.290246768507638
rudeljaeger,5,6.346117424242424,2.2362689393939394,3.763967803030303,4.346827651515151,1.3738162878787878
rudeljaeger,6,5.47062179121506,2.543069024529378,3.3685111237877923,5.252424415288077,1.4609241300627496
rudeljaeger,7,4.812942008486563,2.814710042432815,2.861032531824611,6.256364922206506,1.3394625176803394
rudeljaeger,8,3.9606234618539786,2.9856439704675966,2.1640689089417555,7.211648892534865,1.250205086136177
rudeljaeger,9,3.5295966474594027,2.9062336301728653,1.6694604504976427,8.202723939235202,1.1849135673127291
rudeljaeger,10,3.1044885945548195,2.8175128771155262,1.4120676968359087,9.311994113318617,1.1390728476821192
rudeljaeger,11,2.7502507522567705,2.757271815446339,1.2517552657973923,10.272818455366098,1.0892678034102308
rudeljaeger,12,2.5054095826893352,2.8052550231839257,1.187017001545595,11.369397217928903,1.0865533230293662
rudeljaeger,13,2.383983572895277,2.8521560574948666,1.1273100616016427,12.275154004106776,1.1457905544147844
rudeljaeger,14,1.9971264367816093,2.882183908045977,1.028735632183908,13.051724137931034,1.1522988505747127
rudeljaeger,15,1.72,2.8444444444444446,0.9288888888888889,13.924444444444445,1.0444444444444445
