deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,0,50,23,27,0,0.46,7.24,5.02
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,1,50,27,23,0,0.54,7.56,5.52
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,0,50,27,23,0,0.54,7.7,4.54
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,1,50,26,24,0,0.52,8.46,4.96
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,0,50,27,23,0,0.54,8.16,5.22
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,1,50,21,29,0,0.42,7.6,5.54
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,0,50,20,30,0,0.4,7.5,4.78
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,1,50,19,31,0,0.38,7.86,5.38
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,32,18,0,0.64,10.48,4.52
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,34,16,0,0.68,10.46,4.52
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,33,17,0,0.66,11.4,4.1
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,32,17,1,0.6530612244897959,11.62,4.08
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,36,14,0,0.72,10.3,4.7
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,36,14,0,0.72,10.48,5.12
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,24,24,2,0.5,10.14,4.22
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,23,26,1,0.46938775510204084,10.08,5.28
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,33,17,0,0.66,7.68,3.9
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,28,22,0,0.56,7.76,4.26
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,20,30,0,0.4,8.14,4.08
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,25,25,0,0.5,8.34,4.42
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,29,21,0,0.58,7.26,4.82
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,29,21,0,0.58,7.96,4.32
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,27,22,1,0.5510204081632653,8.68,4
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,29,21,0,0.58,8,4.36
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,27,23,0,0.54,9.1,4.54
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,16,32,2,0.3333333333333333,9.14,4.76
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,20,30,0,0.4,10.28,4.4
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,30,19,1,0.6122448979591837,9.24,5.56
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,35,15,0,0.7,8.96,4.76
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,22,28,0,0.44,9.44,4.9
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,17,32,1,0.3469387755102041,9.3,3.68
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,17,33,0,0.34,9.7,4.64
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,24,26,0,0.48,7.1,4.62
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,27,23,0,0.54,7.02,5.04
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,30,20,0,0.6,7.1,4.3
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,29,21,0,0.58,7.38,4.04
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,29,21,0,0.58,7.38,3.78
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,35,15,0,0.7,6.48,4.54
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,28,22,0,0.56,7.66,3.52
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,23,27,0,0.46,7.66,4.18
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,22,28,0,0.44,8.68,4.22
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,21,29,0,0.42,9.16,3.84
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,26,24,0,0.52,8.92,4.54
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,22,28,0,0.44,9.98,3.74
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,21,29,0,0.42,8.94,5.2
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,22,27,1,0.4489795918367347,9.12,4.62
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,16,33,1,0.32653061224489793,9.7,3.86
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,22,27,1,0.4489795918367347,9.92,4.3
