deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,0,50,27,23,0,0.54,7.96,4.58
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,1,50,27,23,0,0.54,7.8,5.32
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,0,50,21,29,0,0.42,7.64,5.42
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,1,50,28,21,1,0.5714285714285714,8.74,5.08
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,0,50,24,26,0,0.48,7.18,4.78
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,1,50,20,30,0,0.4,7.48,5.48
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,0,50,22,28,0,0.44,7.14,4.82
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,1,50,24,25,1,0.4897959183673469,8.5,5.02
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,26,24,0,0.52,10.2,4
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,28,22,0,0.56,9,4.88
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,36,13,1,0.7346938775510204,11.96,4.44
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,30,19,1,0.6122448979591837,11.46,4.64
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,27,22,1,0.5510204081632653,10.46,4.26
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,38,12,0,0.76,10.38,4.66
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,22,27,1,0.4489795918367347,10.36,4.26
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,20,30,0,0.4,10.7,4.5
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,24,26,0,0.48,8.12,3.44
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,28,21,1,0.5714285714285714,7.84,3.98
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,27,23,0,0.54,8.72,4.14
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,26,24,0,0.52,8.42,4.1
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,27,23,0,0.54,7.86,3.98
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,29,21,0,0.58,8.12,4.14
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,19,31,0,0.38,7.64,4.52
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,27,22,1,0.5510204081632653,8.1,4.18
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,20,30,0,0.4,8.78,4.8
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,21,29,0,0.42,9.4,4.74
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,23,27,0,0.46,9.68,4.44
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,28,21,1,0.5714285714285714,9.54,4.58
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,50,30,20,0,0.6,9.04,4.3
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,50,27,22,1,0.5510204081632653,10.22,4.12
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,50,20,30,0,0.4,9.54,4.72
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,50,19,30,1,0.3877551020408163,9.02,5.38
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,32,18,0,0.64,7.32,4.2
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,30,20,0,0.6,7.1,4.34
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,35,15,0,0.7,6.84,4.3
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,33,17,0,0.66,7.42,3.76
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,32,18,0,0.64,7.12,4.08
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,33,17,0,0.66,7.14,4.22
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,28,22,0,0.56,7.54,4.12
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,26,24,0,0.52,7.22,4.26
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,18,31,1,0.3673469387755102,8.72,4.44
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,21,29,0,0.42,9.14,4.66
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,24,26,0,0.48,8.86,4.62
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,15,35,0,0.3,9.6,4.02
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,50,21,29,0,0.42,9.56,4.24
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,50,30,20,0,0.6,9.26,4.42
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,50,15,35,0,0.3,9.74,4.4
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,50,14,36,0,0.28,9.64,4.06
