deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft__ohne_pc,1,2362,5768,0.409500693481276
forschung_muskelkraft__ohne_pc,2,2428,5768,0.4209431345353675
forschung_muskelkraft__ohne_pc,3,2379,5768,0.41244798890429957
forschung_muskelkraft__ohne_pc,4,2414,5768,0.4185159500693481
forschung_muskelkraft__ohne_pc,5,2479,5768,0.42978502080443826
rudeljaeger__ohne_pc,1,2205,5417,0.40705187373084734
rudeljaeger__ohne_pc,2,2122,5417,0.39172973970832564
rudeljaeger__ohne_pc,3,2149,5417,0.3967140483662544
rudeljaeger__ohne_pc,4,2123,5417,0.39191434373269335
rudeljaeger__ohne_pc,5,2149,5417,0.3967140483662544
forschung_muskelkraft__mit_pc,1,2642,6021,0.4387975419365554
forschung_muskelkraft__mit_pc,2,2560,6021,0.42517854177047004
forschung_muskelkraft__mit_pc,3,2581,6021,0.4286663344959309
forschung_muskelkraft__mit_pc,4,2686,6021,0.44610529812323535
forschung_muskelkraft__mit_pc,5,2627,6021,0.43630626141836903
rudeljaeger__mit_pc,1,2265,5551,0.4080345883624572
rudeljaeger__mit_pc,2,2245,5551,0.40443163393983067
rudeljaeger__mit_pc,3,2261,5551,0.4073139974779319
rudeljaeger__mit_pc,4,2214,5551,0.3988470545847595
rudeljaeger__mit_pc,5,2350,5551,0.42334714465862006
solidaritaet_ueberleben__ohne_pc,1,2990,6336,0.47190656565656564
solidaritaet_ueberleben__ohne_pc,2,2978,6336,0.47001262626262624
solidaritaet_ueberleben__ohne_pc,3,2968,6336,0.4684343434343434
solidaritaet_ueberleben__ohne_pc,4,2855,6336,0.45059974747474746
solidaritaet_ueberleben__ohne_pc,5,2700,6336,0.42613636363636365
solidaritaet_ueberleben__mit_pc,1,3072,6577,0.467082256347879
solidaritaet_ueberleben__mit_pc,2,3030,6577,0.4606963661243728
solidaritaet_ueberleben__mit_pc,3,3090,6577,0.46981906644366733
solidaritaet_ueberleben__mit_pc,4,3076,6577,0.4676904363691653
solidaritaet_ueberleben__mit_pc,5,2954,6577,0.4491409457199331
urzeitliche_kolosse__ohne_pc,1,1809,5465,0.33101555352241535
urzeitliche_kolosse__ohne_pc,2,1922,5465,0.35169258920402563
urzeitliche_kolosse__ohne_pc,3,1988,5465,0.3637694419030192
urzeitliche_kolosse__ohne_pc,4,1912,5465,0.34986276303751146
urzeitliche_kolosse__ohne_pc,5,2045,5465,0.37419945105215
urzeitliche_kolosse__mit_pc,1,1968,5587,0.35224628602112046
urzeitliche_kolosse__mit_pc,2,2046,5587,0.36620726686951854
urzeitliche_kolosse__mit_pc,3,2074,5587,0.37121890102022553
urzeitliche_kolosse__mit_pc,4,2064,5587,0.3694290316806873
urzeitliche_kolosse__mit_pc,5,2078,5587,0.3719348487560408
