matchId,deckId,botType,side,round,targetsAffected,attackRemoved,healthRemoved,boardValueBefore,boardValueAfter,boardValueRemoved,won,winWithinOneRound,winWithinTwoRounds
pc-70735ea9-101,forschung_muskelkraft__mit_pc,control,0,6,2,8,6,16,6,10,true,false,false
pc-f725edeb-102,forschung_muskelkraft__mit_pc,control,0,6,5,9,8,22,9,13,true,false,false
pc-f725edeb-102,rudeljaeger__mit_pc,control,1,9,5,24,30,59,15,44,false,false,false
pc-98a31a38-107,forschung_muskelkraft__mit_pc,control,0,6,5,7,4,16,8,8,true,false,false
pc-98a31a38-107,rudeljaeger__mit_pc,control,1,8,4,15,18,37,12,25,false,false,false
pc-a60858bd-109,rudeljaeger__mit_pc,control,1,6,2,7,11,20,6,14,true,false,false
pc-a60858bd-109,forschung_muskelkraft__mit_pc,control,0,6,5,7,8,20,9,11,false,false,false
pc-2cbae800-110,forschung_muskelkraft__mit_pc,control,0,6,3,11,10,24,9,15,true,false,true
pc-3a202685-112,rudeljaeger__mit_pc,control,1,6,2,8,9,19,6,13,false,false,false
pc-3a202685-112,forschung_muskelkraft__mit_pc,control,0,6,3,10,10,23,9,14,true,false,false
pc-c0d2d5c7-113,rudeljaeger__mit_pc,control,1,6,3,11,11,25,9,16,false,false,false
pc-c0d2d5c7-113,forschung_muskelkraft__mit_pc,control,0,6,4,12,12,28,10,18,true,false,false
pc-4785650a-114,rudeljaeger__mit_pc,control,1,6,2,9,9,20,6,14,false,false,false
pc-4785650a-114,forschung_muskelkraft__mit_pc,control,0,6,2,7,8,17,6,11,true,false,false
pc-ce38144c-115,forschung_muskelkraft__mit_pc,control,0,6,2,7,6,15,6,9,true,true,true
pc-05494a81-117,rudeljaeger__mit_pc,control,1,6,2,6,9,17,6,11,false,false,false
pc-99613848-120,rudeljaeger__mit_pc,control,1,6,3,12,11,26,9,17,false,false,false
pc-2013c78b-121,forschung_muskelkraft__mit_pc,control,0,6,4,17,12,33,12,21,false,false,false
pc-2d790610-123,forschung_muskelkraft__mit_pc,control,0,6,4,8,6,18,8,10,true,false,false
pc-2d790610-123,rudeljaeger__mit_pc,control,1,7,4,15,19,38,12,26,false,false,false
pc-b42bb552-124,rudeljaeger__mit_pc,control,1,6,3,11,17,31,9,22,false,false,false
pc-b42bb552-124,forschung_muskelkraft__mit_pc,control,0,6,5,5,6,16,9,7,true,false,false
pc-4843831a-127,forschung_muskelkraft__mit_pc,control,0,6,3,11,10,24,9,15,true,true,true
pc-dc5b70e1-130,rudeljaeger__mit_pc,control,1,7,4,18,21,43,12,31,true,true,true
pc-630e0024-131,rudeljaeger__mit_pc,control,1,6,4,16,17,37,12,25,false,false,false
pc-630e0024-131,forschung_muskelkraft__mit_pc,control,0,8,2,7,6,15,6,9,true,false,false
pc-20d1e59b-134,forschung_muskelkraft__mit_pc,control,0,6,4,8,6,18,8,10,true,false,true
pc-3b9c62a5-138,rudeljaeger__mit_pc,control,1,8,3,15,19,37,9,28,false,false,false
pc-3b9c62a5-138,forschung_muskelkraft__mit_pc,control,0,8,3,8,6,17,8,9,true,false,false
