deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft__ohne_pc,1,2331,5687,0.4098821874450501
forschung_muskelkraft__ohne_pc,2,2356,5687,0.41427817830138913
forschung_muskelkraft__ohne_pc,3,2288,5687,0.402321083172147
forschung_muskelkraft__ohne_pc,4,2315,5687,0.40706875329699316
forschung_muskelkraft__ohne_pc,5,2267,5687,0.3986284508528222
rudeljaeger__ohne_pc,1,2162,5440,0.39742647058823527
rudeljaeger__ohne_pc,2,2179,5440,0.4005514705882353
rudeljaeger__ohne_pc,3,2045,5440,0.3759191176470588
rudeljaeger__ohne_pc,4,2117,5440,0.3891544117647059
rudeljaeger__ohne_pc,5,2119,5440,0.3895220588235294
forschung_muskelkraft__mit_pc,1,2645,6171,0.4286177280829687
forschung_muskelkraft__mit_pc,2,2762,6171,0.4475773780586615
forschung_muskelkraft__mit_pc,3,2703,6171,0.4380165289256198
forschung_muskelkraft__mit_pc,4,2740,6171,0.44401231567006966
forschung_muskelkraft__mit_pc,5,2761,6171,0.4474153297682709
rudeljaeger__mit_pc,1,2300,5511,0.4173471239339503
rudeljaeger__mit_pc,2,2241,5511,0.4066412629286881
rudeljaeger__mit_pc,3,2206,5511,0.400290328434041
rudeljaeger__mit_pc,4,2289,5511,0.41535111594991836
rudeljaeger__mit_pc,5,2371,5511,0.43023044819452005
solidaritaet_ueberleben__ohne_pc,1,2807,6352,0.44190806045340053
solidaritaet_ueberleben__ohne_pc,2,2918,6352,0.4593828715365239
solidaritaet_ueberleben__ohne_pc,3,2945,6352,0.46363350125944586
solidaritaet_ueberleben__ohne_pc,4,2877,6352,0.4529282115869018
solidaritaet_ueberleben__ohne_pc,5,2757,6352,0.434036523929471
solidaritaet_ueberleben__mit_pc,1,3024,6420,0.47102803738317756
solidaritaet_ueberleben__mit_pc,2,2998,6420,0.4669781931464174
solidaritaet_ueberleben__mit_pc,3,3009,6420,0.46869158878504674
solidaritaet_ueberleben__mit_pc,4,2941,6420,0.45809968847352023
solidaritaet_ueberleben__mit_pc,5,2842,6420,0.4426791277258567
urzeitliche_kolosse__ohne_pc,1,1755,5406,0.3246392896781354
urzeitliche_kolosse__ohne_pc,2,1835,5406,0.3394376618571957
urzeitliche_kolosse__ohne_pc,3,1928,5406,0.3566407695153533
urzeitliche_kolosse__ohne_pc,4,1944,5406,0.35960044395116536
urzeitliche_kolosse__ohne_pc,5,1945,5406,0.3597854236034036
urzeitliche_kolosse__mit_pc,1,2064,5587,0.3694290316806873
urzeitliche_kolosse__mit_pc,2,2073,5587,0.3710399140862717
urzeitliche_kolosse__mit_pc,3,2088,5587,0.373724718095579
urzeitliche_kolosse__mit_pc,4,2137,5587,0.38249507785931625
urzeitliche_kolosse__mit_pc,5,2102,5587,0.3762305351709325
