deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft__ohne_pc,1,4836,11713,0.41287458379578246
forschung_muskelkraft__ohne_pc,2,4942,11713,0.4219243575514386
forschung_muskelkraft__ohne_pc,3,4993,11713,0.4262784939810467
forschung_muskelkraft__ohne_pc,4,4982,11713,0.4253393665158371
forschung_muskelkraft__ohne_pc,5,5015,11713,0.4281567489114659
rudeljaeger__ohne_pc,1,4386,10995,0.39890859481582536
rudeljaeger__ohne_pc,2,4296,10995,0.3907230559345157
rudeljaeger__ohne_pc,3,4376,10995,0.39799909049567983
rudeljaeger__ohne_pc,4,4429,10995,0.4028194633924511
rudeljaeger__ohne_pc,5,4358,10995,0.3963619827194179
forschung_muskelkraft__mit_pc,1,5186,12131,0.4274997939164125
forschung_muskelkraft__mit_pc,2,5243,12131,0.432198499711483
forschung_muskelkraft__mit_pc,3,5192,12131,0.4279943945264199
forschung_muskelkraft__mit_pc,4,5296,12131,0.43656747176654853
forschung_muskelkraft__mit_pc,5,5335,12131,0.43978237573159673
rudeljaeger__mit_pc,1,4644,11243,0.41305701325269056
rudeljaeger__mit_pc,2,4580,11243,0.40736458240683093
rudeljaeger__mit_pc,3,4542,11243,0.40398470159210176
rudeljaeger__mit_pc,4,4482,11243,0.39864804767410833
rudeljaeger__mit_pc,5,4689,11243,0.4170595036911856
solidaritaet_ueberleben__ohne_pc,1,5786,12782,0.45266781411359724
solidaritaet_ueberleben__ohne_pc,2,5854,12782,0.4579877953371929
solidaritaet_ueberleben__ohne_pc,3,6038,12782,0.4723830386480989
solidaritaet_ueberleben__ohne_pc,4,5869,12782,0.45916132060710374
solidaritaet_ueberleben__ohne_pc,5,5554,12782,0.4345172899389767
solidaritaet_ueberleben__mit_pc,1,5996,12968,0.4623689080814312
solidaritaet_ueberleben__mit_pc,2,5998,12968,0.4625231338679827
solidaritaet_ueberleben__mit_pc,3,6036,12968,0.46545342381246146
solidaritaet_ueberleben__mit_pc,4,6048,12968,0.4663787785317705
solidaritaet_ueberleben__mit_pc,5,5777,12968,0.4454811844540407
urzeitliche_kolosse__ohne_pc,1,3782,10884,0.3474825431826534
urzeitliche_kolosse__ohne_pc,2,3860,10884,0.35464902609334803
urzeitliche_kolosse__ohne_pc,3,3831,10884,0.3519845644983462
urzeitliche_kolosse__ohne_pc,4,3921,10884,0.36025358324145534
urzeitliche_kolosse__ohne_pc,5,3899,10884,0.35823226754869536
urzeitliche_kolosse__mit_pc,1,4043,11164,0.3621461841633823
urzeitliche_kolosse__mit_pc,2,3978,11164,0.35632389824435684
urzeitliche_kolosse__mit_pc,3,4082,11164,0.36563955571479756
urzeitliche_kolosse__mit_pc,4,4086,11164,0.36599785023289144
urzeitliche_kolosse__mit_pc,5,4210,11164,0.3771049802938015
