matchId,deckId,botType,side,round,targetsAffected,attackRemoved,healthRemoved,boardValueBefore,boardValueAfter,boardValueRemoved,won,winWithinOneRound,winWithinTwoRounds
pc-246a949a-200,rudeljaeger__mit_pc,control,1,6,1,3,4,8,5,3,false,false,false
pc-9052a6d2-203,rudeljaeger__mit_pc,control,1,6,3,12,16,31,15,16,false,false,false
pc-b8826261-205,rudeljaeger__mit_pc,control,1,6,4,14,15,33,20,13,false,false,false
pc-b8826261-205,forschung_muskelkraft__mit_pc,control,0,8,4,11,7,22,14,8,true,false,false
pc-59ff8eae-208,rudeljaeger__mit_pc,control,1,6,2,7,9,18,10,8,true,true,true
pc-d34cff6b-209,forschung_muskelkraft__mit_pc,control,0,6,2,8,6,16,10,6,false,false,false
pc-c5e7a0e6-211,forschung_muskelkraft__mit_pc,control,0,9,3,11,6,20,13,7,false,false,false
pc-ee177c75-213,forschung_muskelkraft__mit_pc,control,0,6,5,9,6,20,15,5,true,false,false
pc-ee177c75-213,rudeljaeger__mit_pc,control,1,12,5,25,26,56,21,35,false,false,false
pc-e0b23df0-215,forschung_muskelkraft__mit_pc,control,0,6,4,7,6,17,12,5,true,false,false
pc-08e1f980-217,rudeljaeger__mit_pc,control,1,6,4,14,16,34,19,15,false,false,false
pc-08e1f980-217,forschung_muskelkraft__mit_pc,control,0,7,3,7,7,17,11,6,true,false,false
pc-822f4a3d-218,forschung_muskelkraft__mit_pc,control,0,6,4,13,10,27,18,9,true,false,false
pc-822f4a3d-218,rudeljaeger__mit_pc,control,1,9,5,20,22,47,24,23,false,false,false
pc-fb7cbafa-219,forschung_muskelkraft__mit_pc,control,0,6,4,9,8,21,12,9,false,false,false
pc-23ac768a-221,forschung_muskelkraft__mit_pc,control,0,6,5,9,6,20,13,7,true,false,false
pc-16473805-223,rudeljaeger__mit_pc,control,1,6,2,7,10,19,10,9,false,false,false
pc-3e76f394-225,rudeljaeger__mit_pc,control,1,6,1,5,5,11,5,6,true,true,true
pc-b7c44451-226,forschung_muskelkraft__mit_pc,control,0,8,4,18,10,32,18,14,false,false,false
pc-5941709e-229,forschung_muskelkraft__mit_pc,control,0,6,2,8,8,18,10,8,false,false,false
pc-d28ec15b-230,rudeljaeger__mit_pc,control,1,8,4,18,21,43,20,23,false,false,false
pc-d28ec15b-230,forschung_muskelkraft__mit_pc,control,0,10,2,7,6,15,10,5,true,true,true
