deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
a1_rudeljaeger,a4_urzeitliches_rudel,standard,standard,0,500,316,184,0,0.632,8.32,5.26
a1_rudeljaeger,a4_urzeitliches_rudel,standard,standard,1,500,337,163,0,0.674,8.036,5.416
a1_rudeljaeger,h1_solidaritaet,standard,standard,0,500,266,230,4,0.5362903225806451,10.308,5.004
a1_rudeljaeger,h1_solidaritaet,standard,standard,1,500,245,250,5,0.494949494949495,10.372,5.114
a1_rudeljaeger,h2_schicht,standard,standard,0,500,332,165,3,0.6680080482897385,10.506,4.85
a1_rudeljaeger,h2_schicht,standard,standard,1,500,329,168,3,0.6619718309859155,10.082,5.4
a4_urzeitliches_rudel,h1_solidaritaet,standard,standard,0,500,326,169,5,0.6585858585858586,10.57,5.216
a4_urzeitliches_rudel,h1_solidaritaet,standard,standard,1,500,327,167,6,0.6619433198380567,10.498,5.15
a4_urzeitliches_rudel,h2_schicht,standard,standard,0,500,241,254,5,0.4868686868686869,9.218,5.446
a4_urzeitliches_rudel,h2_schicht,standard,standard,1,500,236,261,3,0.47484909456740443,9.802,5.492
h1_solidaritaet,h2_schicht,standard,standard,0,500,248,239,13,0.5092402464065708,11.55,5.588
h1_solidaritaet,h2_schicht,standard,standard,1,500,233,251,16,0.48140495867768596,11.436,5.83
