deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft,1,2832,6382,0.4437480413663428
forschung_muskelkraft,2,2863,6382,0.44860545283610154
forschung_muskelkraft,3,2788,6382,0.43685365089313694
forschung_muskelkraft,4,2694,6382,0.422124725791288
forschung_muskelkraft,5,2772,6382,0.43434659981197116
rudeljaeger,1,2396,5830,0.4109777015437393
rudeljaeger,2,2358,5830,0.4044596912521441
rudeljaeger,3,2428,5830,0.4164665523156089
rudeljaeger,4,2380,5830,0.40823327615780447
rudeljaeger,5,2552,5830,0.4377358490566038
solidaritaet_ueberleben,1,3011,6693,0.44987300164350813
solidaritaet_ueberleben,2,3045,6693,0.4549529359031824
solidaritaet_ueberleben,3,3076,6693,0.45958464066935606
solidaritaet_ueberleben,4,3088,6693,0.4613775586433587
solidaritaet_ueberleben,5,2998,6693,0.44793067383833857
urzeitliche_kolosse,1,2110,5793,0.36423269463145175
urzeitliche_kolosse,2,2180,5793,0.37631624374244776
urzeitliche_kolosse,3,2136,5793,0.368720870015536
urzeitliche_kolosse,4,2124,5793,0.36664940445365096
urzeitliche_kolosse,5,2245,5793,0.38753668220265836
