cardId,deckId,botType,inDeck,startHand,drawn,played,notPlayed,endHand,playRate,winRateInDeck,winRateDrawn,winRatePlayed,averagePlayRound,creatureDamage,baseDamage,healing,kills,attackGranted,healthGranted,attackRemoved,healthRemoved,buffCreatureDamage,buffBaseDamage,tokensGenerated,movesGenerated
erstsemester,forschung_muskelkraft,standard,1200,229,936,690,246,246,0.7371794871794872,0.5516666666666666,0.572744014732965,0.5759493670886076,3.8202898550724638,2767,511,0,481,0,0,0,0,0,0,0,0
koffein_junkie,forschung_muskelkraft,standard,1200,237,979,521,458,458,0.5321756894790602,0.5516666666666666,0.5759717314487632,0.6093366093366094,4.43953934740883,2740,638,0,447,0,0,0,0,0,0,0,0
schildwall,forschung_muskelkraft,standard,1200,233,1003,923,80,80,0.9202392821535393,0.5516666666666666,0.5647668393782384,0.5795246800731262,5.459371614301192,0,0,0,0,0,2769,0,0,0,0,0,0
die_fakultaet,forschung_muskelkraft,standard,1200,243,855,780,75,75,0.9122807017543859,0.5516666666666666,0.5753968253968254,0.5903361344537815,6.926923076923077,4656,828,0,730,0,0,0,0,0,0,0,0
kranfuehrer,forschung_muskelkraft,standard,1200,221,937,268,669,669,0.28601921024546423,0.5516666666666666,0.5630550621669627,0.5673076923076923,8.261194029850746,1074,485,0,172,0,0,0,0,0,0,0,0
ritter,forschung_muskelkraft,standard,1200,277,934,557,377,377,0.5963597430406852,0.5516666666666666,0.5665467625899281,0.5902439024390244,6.755834829443447,3001,464,0,534,0,0,0,0,0,0,0,0
stahlgiesser,forschung_muskelkraft,standard,1200,234,938,615,323,323,0.6556503198294243,0.5516666666666666,0.5737410071942446,0.648854961832061,8.63089430894309,3931,464,0,509,0,0,0,0,0,0,0,0
pfandsammler,forschung_muskelkraft,standard,600,122,495,280,215,215,0.5656565656565656,0.5516666666666666,0.5898989898989899,0.5785714285714286,4.625,1270,179,0,217,0,0,0,0,0,0,0,0
bibliothekar,forschung_muskelkraft,standard,600,118,463,226,237,237,0.48812095032397407,0.5516666666666666,0.593952483801296,0.6460176991150443,6.721238938053097,665,119,0,147,0,0,0,0,0,0,0,0
kommandantin,forschung_muskelkraft,standard,600,121,483,415,68,68,0.8592132505175983,0.5516666666666666,0.6024844720496895,0.6650602409638554,7.146987951807229,1144,178,0,237,0,0,0,0,0,0,0,0
