deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft,rudeljaeger,standard,standard,0,100,53,47,0,0.53,8.35,4.71
forschung_muskelkraft,rudeljaeger,standard,standard,1,100,56,43,1,0.5656565656565656,8.75,4.87
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,0,100,62,37,1,0.6262626262626263,11.18,4.32
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,1,100,54,45,1,0.5454545454545454,11.11,4.56
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,0,100,54,46,0,0.54,8.33,3.98
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,1,100,52,48,0,0.52,9.1,4.04
rudeljaeger,solidaritaet_ueberleben,standard,standard,0,100,35,63,2,0.35714285714285715,10.51,4.05
rudeljaeger,solidaritaet_ueberleben,standard,standard,1,100,38,62,0,0.38,9.75,4.15
rudeljaeger,urzeitliche_kolosse,standard,standard,0,100,54,46,0,0.54,8.27,3.96
rudeljaeger,urzeitliche_kolosse,standard,standard,1,100,56,44,0,0.56,7.88,3.94
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,0,100,43,57,0,0.43,9.16,4.22
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,1,100,46,54,0,0.46,10.23,4.15
