deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft,1,2681,6282,0.4267749124482649
forschung_muskelkraft,2,2721,6282,0.43314231136580705
forschung_muskelkraft,3,2711,6282,0.4315504616364215
forschung_muskelkraft,4,2742,6282,0.4364851957975167
forschung_muskelkraft,5,2820,6282,0.448901623686724
rudeljaeger,1,2475,5951,0.41589648798521256
rudeljaeger,2,2442,5951,0.41035120147874304
rudeljaeger,3,2500,5951,0.4200974626113258
rudeljaeger,4,2473,5951,0.4155604100151235
rudeljaeger,5,2491,5951,0.41858511174592505
solidaritaet_ueberleben,1,3107,6794,0.45731527818663525
solidaritaet_ueberleben,2,3188,6794,0.4692375625551958
solidaritaet_ueberleben,3,3097,6794,0.45584339122755374
solidaritaet_ueberleben,4,3089,6794,0.4546658816602885
solidaritaet_ueberleben,5,3055,6794,0.44966146599941126
urzeitliche_kolosse,1,2043,5897,0.3464473461081906
urzeitliche_kolosse,2,2080,5897,0.35272172290995424
urzeitliche_kolosse,3,2071,5897,0.3511955231473631
urzeitliche_kolosse,4,2208,5897,0.3744276750890283
urzeitliche_kolosse,5,2215,5897,0.37561471934882146
