cardId,deckId,botType,inDeck,startHand,drawn,played,notPlayed,endHand,playRate,winRateInDeck,winRateDrawn,winRatePlayed,averagePlayRound,creatureDamage,baseDamage,healing,kills,attackGranted,healthGranted,attackRemoved,healthRemoved,buffCreatureDamage,buffBaseDamage,tokensGenerated,movesGenerated
erstsemester,forschung_muskelkraft,standard,1200,221,908,713,195,195,0.7852422907488987,0.52,0.5368043087971275,0.5295315682281059,4.521739130434782,2191,424,0,371,0,0,0,0,0,0,0,0
koffein_junkie,forschung_muskelkraft,standard,1200,234,939,477,462,462,0.5079872204472844,0.52,0.5291005291005291,0.5687830687830688,4.981132075471698,2142,530,0,344,0,0,0,0,0,0,0,0
schildwall,forschung_muskelkraft,standard,1200,268,950,862,88,88,0.9073684210526316,0.52,0.5380530973451327,0.5625,6.132250580046404,0,0,0,0,0,2586,0,0,0,0,0,0
mobilmachung,forschung_muskelkraft,standard,600,125,475,267,208,208,0.5621052631578948,0.52,0.5494736842105263,0.5393258426966292,4.7790262172284645,0,0,0,0,0,0,0,0,0,0,506,0
die_fakultaet,forschung_muskelkraft,standard,600,110,397,359,38,38,0.9042821158690176,0.52,0.5743073047858942,0.6016713091922006,6.821727019498607,2071,353,0,329,0,0,0,0,0,0,0,0
kranfuehrer,forschung_muskelkraft,standard,1200,247,901,460,441,441,0.5105438401775805,0.52,0.5411334552102377,0.5900621118012422,8.202173913043477,1910,884,0,305,0,0,0,0,0,0,0,0
ritter,forschung_muskelkraft,standard,1200,250,852,640,212,212,0.7511737089201878,0.52,0.543233082706767,0.5665914221218962,7.0078125,3232,417,0,574,0,0,0,0,0,0,0,0
stahlgiesser,forschung_muskelkraft,standard,1200,241,848,687,161,161,0.8101415094339622,0.52,0.5440900562851783,0.5995525727069351,7.9927219796215425,5009,563,0,651,0,0,0,0,0,0,0,0
pfandsammler,forschung_muskelkraft,standard,600,104,449,228,221,221,0.5077951002227171,0.52,0.579064587973274,0.5921052631578947,5.021929824561403,1119,189,0,187,0,0,0,0,0,0,0,0
bibliothekar,forschung_muskelkraft,standard,600,120,433,265,168,168,0.6120092378752887,0.52,0.558891454965358,0.6,7.215094339622642,717,102,0,158,0,0,0,0,0,0,0,0
kommandantin,forschung_muskelkraft,standard,600,120,450,413,37,37,0.9177777777777778,0.52,0.6022222222222222,0.639225181598063,6.985472154963681,1199,171,0,250,0,0,0,0,0,0,0,0
alter_wissenschaftler,forschung_muskelkraft,standard,600,120,433,326,107,107,0.7528868360277137,0.52,0.5727482678983834,0.5858895705521472,8.039877300613497,1717,134,0,408,0,0,0,0,0,0,0,0
randy_marsh,forschung_muskelkraft,standard,600,124,442,384,58,58,0.8687782805429864,0.52,0.579185520361991,0.5963541666666666,7.489583333333333,2253,826,0,470,0,0,0,0,0,0,0,0
pc_principal,forschung_muskelkraft,standard,600,116,406,334,72,72,0.8226600985221675,0.52,0.5960591133004927,0.6227544910179641,7.523952095808383,1028,91,0,242,0,0,1529,1714,0,0,0,0
ratte,rudeljaeger,standard,1200,237,779,708,71,71,0.9088575096277278,0.4683333333333333,0.44716981132075473,0.42418032786885246,4.9491525423728815,1515,1082,0,325,0,0,0,0,0,0,0,0
streunerkatze,rudeljaeger,standard,1200,253,771,720,51,51,0.933852140077821,0.4683333333333333,0.4481409001956947,0.4326530612244898,4.6930555555555555,1550,1153,0,337,0,0,0,0,0,0,0,0
