deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft,rudeljaeger,standard,standard,0,100,53,47,0,0.53,8.29,4.86
forschung_muskelkraft,rudeljaeger,standard,standard,1,100,59,41,0,0.59,9.61,4.77
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,0,100,51,49,0,0.51,11.34,4.43
forschung_muskelkraft,solidaritaet_ueberleben,standard,standard,1,100,59,41,0,0.59,10.85,4.65
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,0,100,39,59,2,0.3979591836734694,8.37,4.09
forschung_muskelkraft,urzeitliche_kolosse,standard,standard,1,100,51,49,0,0.51,8.9,4.2
rudeljaeger,solidaritaet_ueberleben,standard,standard,0,100,50,49,1,0.5050505050505051,9.46,4.58
rudeljaeger,solidaritaet_ueberleben,standard,standard,1,100,35,65,0,0.35,9.72,4.52
rudeljaeger,urzeitliche_kolosse,standard,standard,0,100,55,45,0,0.55,8.07,3.88
rudeljaeger,urzeitliche_kolosse,standard,standard,1,100,53,47,0,0.53,7.88,4.12
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,0,100,45,55,0,0.45,9.72,3.91
solidaritaet_ueberleben,urzeitliche_kolosse,standard,standard,1,100,36,62,2,0.3673469387755102,9.63,4.49
