deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft,1,2775,6336,0.43797348484848486
forschung_muskelkraft,2,2803,6336,0.44239267676767674
forschung_muskelkraft,3,2718,6336,0.4289772727272727
forschung_muskelkraft,4,2744,6336,0.43308080808080807
forschung_muskelkraft,5,2743,6336,0.4329229797979798
rudeljaeger,1,2506,5903,0.42452990005082164
rudeljaeger,2,2417,5903,0.40945282059969507
rudeljaeger,3,2432,5903,0.41199390140606473
rudeljaeger,4,2451,5903,0.4152126037607996
rudeljaeger,5,2446,5903,0.41436557682534303
solidaritaet_ueberleben,1,3055,6672,0.45788369304556353
solidaritaet_ueberleben,2,3106,6672,0.4655275779376499
solidaritaet_ueberleben,3,3044,6672,0.45623501199040767
solidaritaet_ueberleben,4,3040,6672,0.4556354916067146
solidaritaet_ueberleben,5,2965,6672,0.44439448441247004
urzeitliche_kolosse,1,2147,5857,0.36656991633942293
urzeitliche_kolosse,2,2094,5857,0.3575209151442718
urzeitliche_kolosse,3,2157,5857,0.3682772750554892
urzeitliche_kolosse,4,2202,5857,0.37596038927778724
urzeitliche_kolosse,5,2260,5857,0.38586306983097146
