deckId,round,averageBaseHealth,averageBoardSize,averageHandSize,averageUnusedEnergy,averageControlledLanes
forschung_muskelkraft,1,12,0,4,1,0
forschung_muskelkraft,2,11.159333333333333,0,5,2,0
forschung_muskelkraft,3,9.63606121091151,0.7674650698602794,5.667332002661344,2.9946773120425814,0.6284098469727212
forschung_muskelkraft,4,7.974494865849619,1.6237164624047697,5.526333222921497,3.969195097714475,1.1103014243126863
forschung_muskelkraft,5,6.905102372440689,2.135846603834904,5.449463763405915,4.828729281767956,0.9281767955801105
forschung_muskelkraft,6,6.363117232112866,2.5220020154517973,5.338931810547531,5.772589855559288,1.3063486731609002
forschung_muskelkraft,7,6.056767047421253,3.053305642090689,5.223606784354448,6.690896503980616,1.3250259605399792
forschung_muskelkraft,8,5.6958654519971965,3.708479327259986,4.7578836720392435,7.574982480728802,1.3430273300630693
forschung_muskelkraft,9,5.624853915075964,3.9072847682119205,4.575769380599922,8.623685235683677,1.4577327619789637
forschung_muskelkraft,10,5.604264392324094,3.905330490405117,4.472921108742004,9.583368869936034,1.51044776119403
forschung_muskelkraft,11,5.736991485335857,3.889309366130558,4.488647114474929,10.614001892147588,1.445600756859035
forschung_muskelkraft,12,5.823682837767345,3.884194053208138,4.541992696922274,11.615023474178404,1.3781950965049556
forschung_muskelkraft,13,5.955647545830869,3.882909520993495,4.64695446481372,12.602602010644588,1.3116499112950917
forschung_muskelkraft,14,5.98859825620389,3.8739101274312544,4.6800804828973845,13.577464788732394,1.2340710932260228
forschung_muskelkraft,15,5.7124579124579125,3.8168350168350167,4.583838383838384,14.234343434343435,1.164983164983165
forschung_muskelkraft,16,4.933387489845654,3.8058489033306255,4.228269699431356,15.228269699431356,1.0641754670999188
forschung_muskelkraft,17,3.2922868741542626,3.6874154262516914,4.435723951285521,16.316644113667117,1.0121786197564275
forschung_muskelkraft,18,1.6666666666666667,4.266666666666667,6.282051282051282,17.48205128205128,1.1487179487179486
forschung_muskelkraft,19,-1.1666666666666667,5,9.666666666666666,19,1.1666666666666667
rudeljaeger,1,12,0,4,1,0
rudeljaeger,2,11.704666666666666,0.6883333333333334,4.284666666666666,2,0.6883333333333334
rudeljaeger,3,11.331892251413368,1.5181243764549386,4.276355171267044,2.993348852677087,1.069504489524443
rudeljaeger,4,10.687520471667213,1.8123157549950868,4.158205044218801,3.927939731411726,1.4520144120537177
rudeljaeger,5,9.595383135620391,2.4943892273164474,3.605642834241744,4.747354921449182,1.6736133376082079
rudeljaeger,6,8.712022046159145,2.7609369617636927,3.1949707199448847,5.7578367206338275,1.6290044781260764
rudeljaeger,7,7.92967348403301,3.18729817007535,2.711876569788303,6.699318263365626,1.4513814137064944
rudeljaeger,8,7.340701219512195,3.4058689024390243,2.1909298780487805,7.7385670731707314,1.2633384146341464
rudeljaeger,9,6.583920430998757,3.210526315789474,2.0845420638209697,8.690012432656443,1.0505594695399918
rudeljaeger,10,6.283834586466165,3.157424812030075,2.025845864661654,9.704417293233083,1.018796992481203
rudeljaeger,11,5.924187725631769,3.2738525012893245,1.962867457452295,10.664259927797834,1.0345538937596699
rudeljaeger,12,5.7826603325415675,3.302850356294537,1.98812351543943,11.679928741092636,1.0665083135391924
rudeljaeger,13,5.595075239398085,3.4035567715458277,1.9377564979480164,12.682626538987687,1.039671682626539
rudeljaeger,14,5.556709265175719,3.4161341853035143,1.9952076677316295,13.694888178913738,1.0199680511182108
rudeljaeger,15,5.317434210526316,3.4876644736842106,2.0057565789473686,14.388980263157896,1.0674342105263157
rudeljaeger,16,4.258358662613982,3.56838905775076,2.1408308004052685,15.120567375886525,1.0668693009118542
rudeljaeger,17,2.8823529411764706,3.6705882352941175,1.8890756302521008,16.502521008403363,1.084033613445378
rudeljaeger,18,1.6090909090909091,3.8636363636363638,2.690909090909091,17.745454545454546,0.7909090909090909
solidaritaet_ueberleben,1,12,0,4,1,0
solidaritaet_ueberleben,2,11.348666666666666,0.36966666666666664,4.536666666666667,2,0.36966666666666664
solidaritaet_ueberleben,3,10.779666666666667,1.3163333333333334,4.540333333333334,3,0.7636666666666667
