deckId,lane,occupiedSnapshots,snapshots,occupancyRate
forschung_muskelkraft,1,2593,6265,0.41388667198723067
forschung_muskelkraft,2,2628,6265,0.4194732641660016
forschung_muskelkraft,3,2677,6265,0.42729449321628094
forschung_muskelkraft,4,2752,6265,0.4392657621707901
forschung_muskelkraft,5,2750,6265,0.4389465283320032
rudeljaeger,1,2365,5752,0.41116133518776077
rudeljaeger,2,2305,5752,0.40073018080667594
rudeljaeger,3,2312,5752,0.4019471488178025
rudeljaeger,4,2414,5752,0.41968011126564675
rudeljaeger,5,2364,5752,0.4109874826147427
solidaritaet_ueberleben,1,3021,6782,0.4454438218814509
solidaritaet_ueberleben,2,3095,6782,0.4563550575051607
solidaritaet_ueberleben,3,3134,6782,0.4621055735771159
solidaritaet_ueberleben,4,3121,6782,0.46018873488646417
solidaritaet_ueberleben,5,2956,6782,0.43585962842819226
urzeitliche_kolosse,1,2020,5753,0.3511211541804276
urzeitliche_kolosse,2,2059,5753,0.3579002259690596
urzeitliche_kolosse,3,2099,5753,0.3648531201112463
urzeitliche_kolosse,4,2090,5753,0.3632887189292543
urzeitliche_kolosse,5,2145,5753,0.372848948374761
