deckA,deckB,botA,botB,startingPlayer,games,winsA,winsB,draws,winRateA,averageRounds,averageRemainingBaseHealth
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,0,100,58,42,0,0.58,7.61,4.5
forschung_muskelkraft__ohne_pc,rudeljaeger__ohne_pc,control,control,1,100,51,49,0,0.51,7.48,4.98
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,0,100,45,55,0,0.45,7.98,5.17
forschung_muskelkraft__mit_pc,rudeljaeger__mit_pc,control,control,1,100,43,56,1,0.43434343434343436,8.2,5.72
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,0,100,54,46,0,0.54,8.17,4.88
forschung_muskelkraft__mit_pc,rudeljaeger__ohne_pc,control,control,1,100,65,35,0,0.65,8.06,4.7
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,0,100,42,58,0,0.42,7.83,4.59
forschung_muskelkraft__ohne_pc,rudeljaeger__mit_pc,control,control,1,100,56,44,0,0.56,8.75,4.96
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,100,56,43,1,0.5656565656565656,10.37,4.32
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,100,66,34,0,0.66,10.59,4.26
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,100,61,37,2,0.6224489795918368,11.36,4.57
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,100,60,39,1,0.6060606060606061,11.31,4.48
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,100,71,27,2,0.7244897959183674,10.88,4.5
forschung_muskelkraft__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,100,69,29,2,0.7040816326530612,11.34,4.55
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,100,45,54,1,0.45454545454545453,10.54,4.09
forschung_muskelkraft__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,100,46,52,2,0.46938775510204084,10.68,4.05
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,53,47,0,0.53,7.97,3.91
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,54,45,1,0.5454545454545454,7.62,4.15
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,46,53,1,0.46464646464646464,8.41,4.07
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,51,49,0,0.51,8.87,4.18
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,57,43,0,0.57,8.18,4.08
forschung_muskelkraft__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,51,49,0,0.51,7.62,4.24
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,41,59,0,0.41,7.92,4.79
forschung_muskelkraft__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,46,54,0,0.46,8.37,4.15
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,100,57,41,2,0.5816326530612245,8.81,4.81
rudeljaeger__ohne_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,100,39,61,0,0.39,9.09,4.31
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,0,100,53,47,0,0.53,10.27,4.19
rudeljaeger__mit_pc,solidaritaet_ueberleben__mit_pc,control,control,1,100,56,44,0,0.56,9.72,4.25
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,0,100,63,36,1,0.6363636363636364,8.95,4.85
rudeljaeger__mit_pc,solidaritaet_ueberleben__ohne_pc,control,control,1,100,61,38,1,0.6161616161616161,9.06,5.03
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,0,100,45,55,0,0.45,8.91,4.31
rudeljaeger__ohne_pc,solidaritaet_ueberleben__mit_pc,control,control,1,100,39,61,0,0.39,9.3,4.76
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,57,43,0,0.57,7.29,4.69
rudeljaeger__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,49,51,0,0.49,7.3,4.42
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,62,38,0,0.62,7.51,4.29
rudeljaeger__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,60,40,0,0.6,7.59,4.56
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,71,29,0,0.71,7.82,4.12
rudeljaeger__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,69,31,0,0.69,7.31,4.54
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,53,47,0,0.53,7.16,4
rudeljaeger__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,54,46,0,0.54,6.99,4.3
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,40,59,1,0.40404040404040403,8.52,4.49
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,47,53,0,0.47,9.53,4.13
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,31,68,1,0.31313131313131315,9.13,4.63
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,40,60,0,0.4,9.82,4.45
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,0,100,36,62,2,0.3673469387755102,8.56,4.18
solidaritaet_ueberleben__mit_pc,urzeitliche_kolosse__ohne_pc,control,control,1,100,50,50,0,0.5,9.14,4.25
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,0,100,32,67,1,0.32323232323232326,8.78,4.69
solidaritaet_ueberleben__ohne_pc,urzeitliche_kolosse__mit_pc,control,control,1,100,49,51,0,0.49,9.22,4.29
